,Subject ID,GRE APT Verb Percentile,GRE APT Quant Percentile,GRE APT Analyt Percentile,tiers,admit_code,GPA_Merged,Master's Held,Doctorate Held,Bachelor's Held,Special Degree Held,Count: Arts,Count: GAE,Count: Research,Count: Service,Count: Leadership,Count: Leadership,Count: Competition,Gender,First Generation,work_experience_int
237,1515,40,95,14,4.0,A,2.67,0,0,1,0,0,0,0,0,0,0,2,Male,0.0,92.0
238,1517,98,91,54,4.0,D,2.08,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
239,1521,58,37,54,4.0,R,3.92,0,0,0,0,0,1,1,0,0,0,0,Female,0.0,0.0
240,1523,93,56,48,4.0,R,4.0,0,0,0,0,1,1,0,0,0,0,0,Female,0.0,0.0
241,1524,40,22,72,1.0,R,3.41,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
242,1525,94,69,72,4.0,A,3.67,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,365.0
243,1526,73,45,78,2.0,A,3.29,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
244,1527,97,43,73,1.0,R,3.62,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
245,1529,89,65,54,1.0,R,3.4,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
246,1530,93,33,93,2.0,A,3.63,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,639.0
247,1531,97,87,54,2.0,R,3.94,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
248,1532,86,26,48,2.0,A,3.87,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,606.0
249,1534,78,93,14,3.0,A,4.0,0,0,1,0,0,0,2,0,0,0,0,Male,0.0,578.0
250,1535,99,75,54,1.0,D,2.12,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
251,1536,97,33,78,3.0,R,3.82,0,0,0,0,0,1,1,0,0,0,0,Male,0.0,0.0
252,1537,49,33,54,3.0,A,3.4,0,0,1,0,0,0,1,0,0,0,0,Male,0.0,3896.0
253,1538,24,97,14,3.0,A,3.78,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,214.0
254,1539,53,96,14,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
255,1540,62,96,54,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,1126.0
256,1541,84,49,93,3.0,A,3.88,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,454.0
257,1542,96,81,78,1.0,R,3.69,0,0,0,0,1,0,1,0,0,0,0,Male,0.0,0.0
258,1543,53,33,14,4.0,D,3.31,0,0,1,0,1,0,0,0,0,0,0,Female,0.0,0.0
259,1544,36,98,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,730.0
260,1545,53,81,54,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
261,1546,99,53,54,1.0,R,3.38,0,0,1,0,2,0,0,0,0,0,0,Female,0.0,0.0
262,1547,44,96,14,4.0,A,3.0,0,0,1,0,0,2,0,0,0,0,1,Female,0.0,518.0
263,1548,99,53,78,1.0,R,3.77,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
264,1549,40,91,35,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,2,Male,0.0,0.0
265,1551,93,59,10,1.0,A,3.54,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
266,1554,87,41,54,3.0,A,3.96,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,881.0
267,1555,84,69,93,1.0,R,3.08,0,0,0,0,0,1,0,1,0,0,0,Female,0.0,0.0
268,1556,73,75,35,3.0,A,4.0,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,0.0
269,1557,95,57,97,2.0,R,3.72,0,0,0,0,1,1,0,1,0,0,0,Female,0.0,0.0
270,1558,66,18,78,2.0,R,3.66,0,0,0,0,0,1,1,1,0,0,0,Female,0.0,0.0
271,1559,81,75,78,1.0,R,3.09,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
272,1562,84,57,93,2.0,A,3.42,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
273,1564,93,49,78,1.0,A,3.59,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,2679.0
274,1567,93,41,93,4.0,A,3.82,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,518.0
275,1568,95,61,78,1.0,A,3.35,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,4109.0
276,1571,62,98,6,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,2,Female,0.0,0.0
277,1572,40,96,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,1,Female,0.0,123.0
278,1573,40,96,35,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
279,1574,70,98,35,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
280,1577,28,29,14,3.0,A,3.61,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,1555.0
281,1578,53,48,30,1.0,A,3.2,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,639.0
282,1579,87,29,35,2.0,R,3.79,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
283,1580,73,22,54,0.0,A,3.64,0,0,1,0,0,0,1,0,0,0,0,Female,0.0,92.0
284,1582,62,87,14,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
285,1583,56,22,48,2.0,A,3.29,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2222.0
286,1584,49,29,54,4.0,D,3.77,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
287,1586,93,41,78,1.0,A,3.67,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2587.0
288,1587,73,98,14,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
289,1588,58,33,35,2.0,A,3.48,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,61.0
290,1589,15,75,6,4.0,D,3.0,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
291,1590,93,33,78,4.0,A,3.92,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
292,1591,81,22,78,2.0,R,3.82,0,0,0,0,1,0,0,0,0,0,0,Female,0.0,0.0
293,1593,89,57,97,2.0,R,3.61,0,0,0,0,1,0,0,0,0,0,0,Female,0.0,0.0
294,1594,53,84,35,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
295,1595,40,75,14,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1157.0
296,1596,78,29,14,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,0,Female,1.0,9736.0
297,1597,97,78,93,4.0,R,3.4538255338482493,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
298,1598,18,49,35,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
299,1599,62,33,93,2.0,D,2.95,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
300,1600,18,84,14,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,2,Male,0.0,0.0
301,1601,18,98,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,62.0
302,1602,84,95,54,1.0,R,3.53,0,0,0,0,0,3,0,0,0,0,0,Male,0.0,0.0
303,1604,95,18,54,1.0,R,3.19,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
304,1605,58,91,35,4.0,A,3.0,0,0,1,0,0,3,0,0,0,0,0,Female,0.0,0.0
305,1606,87,22,54,4.0,A,3.65,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,2769.0
306,1607,92,82,67,1.0,A,3.65,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,2372.0
307,1608,87,65,54,1.0,A,3.56,0,0,1,0,0,0,0,0,1,1,0,Female,0.0,913.0
308,1609,53,11,35,2.0,A,3.19,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,426.0
309,1610,93,37,54,1.0,A,3.67,1,0,0,0,0,1,0,0,0,0,0,Female,0.0,458.0
310,1611,93,57,78,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
311,1612,89,53,97,2.0,R,4.0,0,0,0,0,0,1,0,1,0,0,0,Female,0.0,0.0
312,1613,78,49,93,2.0,A,3.62,0,0,1,0,0,1,1,0,0,0,0,Male,0.0,2313.0
313,1614,73,53,54,2.0,R,3.85,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
314,1615,28,98,14,4.0,R,3.34,0,0,0,0,0,1,1,0,0,0,1,Female,0.0,0.0
315,1618,87,69,54,1.0,R,3.86,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
316,1619,62,13,54,4.0,A,3.92,0,0,1,0,0,1,0,1,0,0,0,Female,0.0,4749.0
317,1620,93,61,54,1.0,R,3.87,0,0,0,0,0,1,1,0,0,0,0,Female,0.0,0.0
318,1622,44,95,14,3.0,A,3.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
319,1624,36,98,35,3.0,A,4.0,0,0,1,0,1,0,0,0,0,0,0,Female,0.0,0.0
320,1625,95,57,93,1.0,A,3.88,1,0,0,0,0,0,3,0,0,0,0,Female,0.0,152.0
321,1626,40,84,14,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
322,1628,44,87,14,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,1,Male,0.0,0.0
323,1631,40,96,35,4.0,A,4.0,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
324,1632,70,49,54,1.0,A,3.21,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
325,1633,53,84,6,4.0,D,3.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
326,1637,84,15,54,1.0,A,3.24,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1065.0
327,1638,73,56,73,1.0,A,3.61,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,610.0
328,1639,53,53,78,1.0,A,3.65,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,396.0
329,1640,77,48,41,1.0,A,3.5,0,0,1,0,0,1,0,0,0,0,0,Female,1.0,2801.0
330,1641,21,5,54,1.0,A,3.59,0,0,1,0,0,1,0,0,0,0,0,Female,1.0,242.0
331,1643,36,4,30,4.0,A,3.21,0,0,1,0,0,0,0,0,0,0,0,Male,1.0,10535.0
332,1644,93,43,92,2.0,R,3.89,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
333,1646,69,20,96,2.0,A,3.39,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
334,1648,7,3,35,3.0,R,3.84,0,0,0,0,0,1,0,0,0,0,1,Female,0.0,0.0
335,1650,98,61,97,1.0,A,3.66,0,0,1,0,0,1,0,0,0,0,0,Male,0.0,548.0
336,1651,91,57,54,2.0,R,3.47,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
337,1652,78,57,54,2.0,R,3.82,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
338,1654,70,81,78,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,1,Male,0.0,0.0
339,1655,44,84,14,4.0,D,3.33,0,0,0,0,0,0,2,0,0,0,0,Female,0.0,0.0
340,1656,53,98,14,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
341,1657,84,57,78,4.0,R,3.4538255338482493,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
342,1660,66,15,14,4.0,A,3.72,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,91.0
343,1661,73,81,35,4.0,R,3.57,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
344,1662,44,93,14,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
345,1663,66,65,54,1.0,A,3.64,0,0,0,0,0,0,3,0,0,0,0,Female,0.0,0.0
346,1664,97,18,78,4.0,A,3.75,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,5481.0
347,1666,98,36,32,1.0,R,3.8,0,1,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
348,1667,95,57,93,1.0,R,3.8,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
349,1668,94,84,87,1.0,R,3.97,0,0,0,0,1,0,1,0,1,1,0,Female,0.0,0.0
350,1670,62,45,78,4.0,R,3.2,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
351,1671,87,33,97,3.0,R,3.97,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
352,1672,78,98,35,4.0,D,4.0,0,0,0,0,0,2,0,0,0,0,1,Female,0.0,0.0
353,1673,93,75,93,1.0,R,3.5,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
354,1674,73,13,54,1.0,R,3.24,0,0,0,0,0,0,1,0,0,0,0,Female,0.0,0.0
355,1675,84,15,6,4.0,A,3.78,1,0,0,0,0,1,0,0,0,0,0,Male,0.0,488.0
356,1676,66,81,54,1.0,R,3.67,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
357,1677,12,75,14,4.0,A,4.0,1,0,0,0,2,1,0,0,0,0,0,Female,0.0,1613.0
358,1678,78,29,54,3.0,R,3.7,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
359,1680,89,57,97,1.0,R,3.4,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
360,1681,87,57,97,1.0,R,3.62,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
361,1682,66,25,78,2.0,A,3.82,0,0,1,0,0,1,0,0,1,1,0,Female,0.0,1157.0
362,1683,97,69,54,1.0,A,3.93,0,0,1,0,0,2,0,0,0,0,0,Male,0.0,4749.0
363,1684,97,72,35,1.0,D,3.14,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
364,1685,89,96,78,4.0,R,3.42,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
365,1687,62,98,35,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
366,1688,49,93,35,4.0,R,3.5,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
367,1690,99,57,78,1.0,R,3.85,0,0,0,0,1,0,1,0,0,0,0,Female,0.0,1826.0
368,1693,87,69,54,4.0,A,3.66,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,943.0
369,1695,66,6,35,4.0,A,3.57,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,1672.0
370,1696,53,45,54,4.0,A,3.22,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,0.0
371,1697,89,37,35,2.0,A,3.67,0,0,1,0,0,3,0,0,0,0,0,Female,0.0,1004.0
372,1698,36,37,35,2.0,D,3.56,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
373,1699,84,45,78,1.0,R,3.73,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
374,1700,78,57,35,4.0,A,3.61,0,0,1,0,0,3,0,0,0,0,0,Female,0.0,1095.0
375,1702,95,57,93,4.0,A,4.0,0,0,1,0,0,2,1,0,0,0,0,Female,0.0,972.0
376,1703,49,97,14,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
377,1704,89,41,54,2.0,A,3.95,0,0,1,0,0,0,1,0,0,0,0,Female,0.0,2131.0
378,1705,81,22,35,4.0,R,3.49,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
379,1706,36,84,35,3.0,R,4.0,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
380,1707,36,29,35,4.0,A,3.52,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
381,1708,99,72,93,1.0,R,3.93,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
382,1710,81,37,54,3.0,R,3.4538255338482493,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
383,1712,98,93,6,3.0,A,4.0,1,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
384,1713,93,65,78,1.0,A,3.7,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
385,1716,58,96,14,4.0,D,3.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
386,1717,89,33,54,4.0,D,2.89,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
387,1718,84,41,78,2.0,R,3.94,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
388,1719,28,8,54,2.0,A,3.75,1,0,0,0,0,0,1,0,0,0,0,Female,0.0,940.0
389,1720,58,96,14,4.0,R,3.0,0,0,0,0,0,0,0,1,1,1,0,Male,0.0,0.0
390,1721,70,2,35,1.0,A,3.56,0,1,0,0,0,1,1,1,0,0,0,Male,0.0,2463.0
391,1722,36,81,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,181.0
392,1723,58,13,78,4.0,D,3.33,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
393,1725,40,96,35,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
394,1726,53,98,14,4.0,A,3.0,0,0,1,0,0,2,0,0,0,0,1,Male,0.0,92.0
395,1728,84,87,78,1.0,R,3.53,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
396,1730,92,21,93,4.0,A,3.27,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1612.0
397,1733,89,56,56,1.0,A,3.58,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,1277.0
398,1734,54,94,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,1,Female,0.0,0.0
399,1736,86,77,45,2.0,A,3.98,0,0,1,0,1,0,0,0,0,0,0,Male,0.0,0.0
400,1737,59,21,80,4.0,A,3.33,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
401,1739,93,72,93,4.0,A,3.65,0,0,1,0,0,1,0,0,0,0,0,Male,0.0,820.0
402,1741,99,57,78,1.0,R,3.85,0,0,0,0,1,0,0,0,1,1,0,Female,0.0,1826.0
403,1742,87,37,80,1.0,A,3.64,1,0,0,0,0,0,0,0,0,0,0,Male,1.0,3284.0
404,1743,96,95,6,1.0,A,3.18,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,2525.0
405,1746,98,44,48,2.0,A,3.33,0,0,0,1,0,1,0,0,0,0,0,Female,1.0,2496.0
406,1747,84,13,78,4.0,R,3.26,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
407,1748,78,1,35,4.0,A,3.33,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2405.0
408,1749,93,49,26,1.0,A,3.92,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
409,1750,98,48,93,3.0,A,3.82,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,608.0
410,1751,84,61,78,1.0,A,3.8,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,2768.0
411,1752,49,8,54,2.0,D,3.57,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
412,1754,32,72,35,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,792.0
413,1755,92,25,56,3.0,A,3.9,0,1,0,0,0,0,0,0,0,0,0,Female,0.0,701.0
414,1756,0,0,0,1.0,A,3.96,0,0,0,1,0,0,0,0,0,0,0,Male,0.0,0.0
415,1757,84,57,78,4.0,A,3.63,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,914.0
416,1758,74,10,7,4.0,A,3.67,0,0,1,0,0,0,0,0,0,0,0,Male,1.0,3043.0
417,1759,54,12,38,4.0,A,3.85,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,4715.0
418,1760,74,44,80,1.0,A,3.64,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,701.0
419,1761,29,40,38,1.0,A,3.87,0,0,1,0,0,1,0,0,0,0,1,Female,0.0,183.0
420,1762,98,65,78,3.0,A,3.88,0,0,1,0,0,0,1,0,0,0,0,Female,0.0,1094.0
421,1763,53,49,54,2.0,A,3.4,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2161.0
422,1764,81,65,54,2.0,A,3.9,0,0,1,0,0,1,0,1,0,0,0,Female,0.0,2161.0
423,1766,87,45,54,1.0,A,3.23,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,4902.0
424,1767,51,56,29,2.0,R,3.26,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
425,1770,89,12,56,3.0,A,3.67,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
426,1772,32,96,35,4.0,A,2.85,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,1276.0
427,1773,89,45,54,3.0,A,3.23,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
428,1774,95,64,80,3.0,A,3.5,0,0,0,0,0,3,0,0,0,0,0,Male,0.0,0.0
429,1776,10,48,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
430,1777,95,52,56,4.0,D,2.32,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
431,1783,73,33,54,2.0,R,3.8,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
432,1785,0,0,0,4.0,A,3.73,0,1,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
433,1787,98,77,99,2.0,A,4.0,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,2101.0
434,1791,87,56,98,2.0,R,3.42,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
435,1792,87,49,54,3.0,A,3.92,0,0,1,0,1,2,0,0,0,0,0,Female,1.0,822.0
436,1796,99,57,78,1.0,A,3.85,0,1,0,0,1,0,1,0,0,0,0,Female,0.0,2069.0
437,1797,45,88,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,457.0
438,1799,33,56,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,853.0
439,1800,84,56,56,2.0,R,3.63,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
440,1802,93,44,56,1.0,R,3.91,0,0,0,0,0,1,0,0,1,1,0,Female,0.0,0.0
441,1803,45,98,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
442,1804,89,80,0,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,3015.0
443,1805,89,60,93,1.0,R,3.76,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
444,1806,50,74,93,4.0,R,3.19,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
445,1807,74,15,56,2.0,R,3.63,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
446,1809,84,60,56,3.0,R,3.72,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
447,1810,96,56,56,2.0,R,3.84,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
448,1811,59,90,38,4.0,R,4.0,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
449,1812,89,40,56,1.0,R,3.75,0,0,0,0,0,0,0,0,1,1,0,Female,0.0,0.0
450,1814,99,78,99,1.0,R,3.93,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
451,1815,81,32,56,1.0,A,2.89,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,487.0
452,1817,84,37,93,1.0,A,3.86,1,0,0,0,0,1,0,0,0,0,0,Male,0.0,2342.0
453,1818,89,56,98,2.0,R,3.78,0,0,1,0,0,1,0,0,0,0,0,Male,0.0,0.0
454,1819,67,97,15,3.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
455,1824,71,94,38,3.0,A,3.33,1,0,0,0,0,0,0,0,0,0,1,Male,0.0,0.0
456,1827,50,60,80,1.0,A,3.39,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,699.0
457,1828,78,48,93,1.0,A,3.95,0,0,1,0,0,3,0,0,0,0,0,Female,0.0,1157.0
458,1829,54,56,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1461.0
459,1830,54,40,56,2.0,R,3.53,0,0,0,0,0,0,0,1,0,0,0,Male,0.0,0.0
460,1831,59,32,80,2.0,A,3.82,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,5176.0
461,1832,97,56,80,1.0,R,3.72,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
462,1834,67,92,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2618.0
463,1835,54,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,2,Male,0.0,0.0
464,1836,81,78,78,1.0,R,3.98,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
465,1837,95,80,93,2.0,R,3.86,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
466,1838,99,48,98,1.0,R,3.89,1,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
467,1839,63,18,80,4.0,A,3.55,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1339.0
468,1840,22,88,7,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
469,1841,98,83,80,1.0,R,3.81,0,0,0,0,0,0,1,0,0,0,0,Male,0.0,0.0
470,1842,54,95,15,3.0,A,3.33,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
471,1843,59,95,15,4.0,R,3.0,0,0,0,0,0,2,0,0,1,1,0,Female,0.0,0.0
472,1844,63,88,15,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,1,Female,0.0,0.0
473,1845,63,97,0,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
474,1847,95,44,80,1.0,A,3.55,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,3014.0
475,1848,59,52,0,4.0,D,2.72,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
476,1849,92,40,56,1.0,A,3.33,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
477,1850,73,33,54,2.0,A,3.8,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
478,1851,99,72,78,1.0,R,3.62,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
479,1852,50,8,38,1.0,R,3.95,0,0,0,0,3,0,0,0,0,0,0,Female,0.0,0.0
480,1853,67,90,15,4.0,R,3.5,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
481,1854,36,98,15,2.0,A,3.0,0,0,1,0,0,0,1,0,0,0,0,Female,0.0,273.0
482,1855,54,98,15,3.0,R,3.0,0,0,0,0,0,0,1,0,0,0,0,Male,0.0,0.0
483,1856,74,44,56,4.0,A,3.69,1,0,0,0,0,3,0,0,0,0,0,Male,0.0,2435.0
484,1857,99,80,98,2.0,R,3.46,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
485,1858,84,83,56,2.0,R,3.96,0,0,1,0,0,1,0,0,0,0,0,Male,0.0,0.0
486,1859,45,98,0,3.0,A,3.0,0,0,1,0,0,2,0,0,1,1,0,Male,0.0,0.0
487,1860,67,97,38,4.0,R,3.34,0,0,0,0,0,0,0,0,0,0,2,Male,0.0,0.0
488,1861,45,95,15,3.0,R,3.0,0,0,0,0,0,0,1,0,0,0,0,Female,0.0,0.0
489,1862,95,64,56,3.0,R,3.95,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
490,1863,2,28,1,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
491,1868,99,29,78,1.0,A,3.06,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,2281.0
