Subject ID,GRE Verbal Percentile,GRE Quant Percentile,GRE Analytical Percentile,Tier of Undergraduate Institution,Admission Decision,GPA,Master's Held,Doctorate Held,Special Degree Held,Awards: Arts,Awards: Scholastic,Awards: Research,Awards: Service,Awards: Leadership,Awards: Competitions,Gender,First Generation,Work Experience,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,Not Reported,White
4229,80,91,0,1.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3622,52,87,18,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1304,93,74,49,4.0,R,3.63,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2320,95,68,56,2.0,A,3.97,0,0,0,0,0,2,0,0,0,1,0.0,2.83013698630137,0,0,0,0,0,0,1
2544,47,79,42,1.0,D,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1856,74,44,56,1.0,A,3.69,1,0,0,0,3,0,0,0,0,1,0.0,6.671232876712328,0,0,0,1,0,0,0
2302,79,71,80,4.0,A,3.25,0,0,0,1,1,0,0,0,0,0,0.0,3.8328767123287673,0,0,0,0,0,1,0
2527,60,93,59,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3966,76,97,18,1.0,D,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2770,88,70,93,3.0,R,3.83,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2564,19,97,17,1.0,D,3.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
2086,98,64,38,1.0,A,4.0,0,0,0,0,3,0,0,0,0,0,0.0,1.9972602739726026,0,0,0,0,0,0,1
1848,59,52,0,1.0,D,2.72,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1879,50,90,15,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
2843,95,93,82,3.0,R,3.96,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2601,47,51,42,1.0,D,4.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2408,81,52,80,4.0,R,3.62,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3372,88,76,82,4.0,R,3.94,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0
3378,52,91,18,2.0,D,2.0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2765,64,35,59,1.0,R,3.74,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1
3016,19,76,17,1.0,A,3.59,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2562,64,93,42,1.0,D,3.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
1806,50,74,93,1.0,R,3.19,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3666,52,81,18,1.0,A,4.0,0,0,0,0,2,0,0,0,0,0,0.0,3.589041095890411,0,0,0,0,0,1,0
2404,41,3,15,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,1.0,0.7534246575342466,0,0,0,0,0,0,1
1922,16,1,15,1.0,A,4.0,1,0,0,0,0,0,0,0,0,0,0.0,15.923287671232877,0,0,0,0,0,1,0
2092,63,56,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.082191780821918,0,0,0,0,0,1,0
1211,96,65,48,4.0,A,3.34,0,0,0,0,2,0,0,0,0,0,1.0,3.750684931506849,0,0,0,0,0,0,1
3224,52,91,18,1.0,D,3.0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1777,95,52,56,1.0,D,2.32,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0
1591,81,22,78,3.0,R,3.82,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1584,49,29,54,1.0,D,3.77,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2578,85,24,59,4.0,A,3.82,0,0,0,0,2,0,0,0,0,0,0.0,5.010958904109589,0,0,0,0,0,0,1
4140,76,34,41,3.0,A,3.89,1,0,0,0,0,0,0,0,0,0,1.0,2.671232876712329,0,0,0,0,0,0,1
1842,54,95,15,2.0,A,3.33,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3348,43,47,42,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1606,87,22,54,1.0,A,3.65,1,0,0,0,0,0,0,0,0,1,0.0,7.586301369863014,0,0,0,0,0,1,0
3098,61,66,60,1.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2473,47,27,17,1.0,R,3.94,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2570,30,97,42,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4293,96,94,92,4.0,D,2.88,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
2151,90,28,80,1.0,A,3.73,0,0,0,0,0,0,0,0,0,0,0.0,5.342465753424658,0,0,0,0,0,0,1
4236,56,86,17,1.0,A,3.0,0,0,0,0,0,2,0,0,1,0,0.0,1.4191780821917808,0,0,0,0,0,1,0
4011,93,83,59,4.0,R,3.55,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1897,89,52,38,1.0,A,3.49,0,0,0,0,0,0,0,0,0,1,0.0,1.7506849315068493,0,0,0,0,0,0,1
1410,28,97,30,1.0,A,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3619,65,94,60,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,1.747945205479452,0,0,0,0,0,1,0
3252,89,32,56,1.0,A,3.84,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3314,61,94,60,4.0,D,2.78,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2160,71,98,38,1.0,A,3.33,0,0,0,0,2,0,0,0,0,0,0.0,0.25205479452054796,0,0,0,0,0,1,0
2943,60,97,42,1.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3107,48,81,18,1.0,D,3.33,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
1541,84,49,93,2.0,A,3.88,0,0,0,0,0,0,0,0,0,0,0.0,1.2438356164383562,0,0,0,1,0,0,0
3698,43,78,18,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1703,49,97,14,1.0,R,3.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1878,92,48,80,4.0,R,2.95,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0
1355,73,20,49,3.0,A,3.39,0,0,0,0,0,0,1,0,0,0,1.0,4.167123287671233,0,0,0,0,0,0,1
3464,52,76,60,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
3073,73,47,42,4.0,A,3.36,0,0,0,0,0,0,0,0,0,0,0.0,6.838356164383562,0,0,0,0,0,1,0
1901,84,44,80,3.0,R,4.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2309,59,92,0,1.0,R,4.0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2407,97,90,98,4.0,R,3.94,1,0,0,0,2,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3370,99,73,98,3.0,R,3.91,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1
2687,60,95,42,1.0,A,3.94,0,0,0,0,0,0,0,0,0,0,0.0,1.4219178082191781,0,0,0,0,0,1,0
1353,98,71,73,4.0,R,3.8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3845,97,43,42,2.0,R,3.96,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1394,18,90,11,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2367,74,15,80,4.0,A,3.83,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0
2422,67,98,0,1.0,R,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1675,84,15,6,1.0,A,3.78,1,0,0,0,1,0,0,0,0,1,0.0,1.336986301369863,0,0,0,1,0,0,0
2181,67,71,56,1.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3521,98,24,82,4.0,R,3.69,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1674,73,13,54,4.0,R,3.24,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2670,60,87,0,1.0,D,3.0,0,0,0,1,0,1,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
2289,41,45,38,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1248,91,64,0,4.0,A,3.75,0,0,0,0,0,0,0,0,0,0,0.0,2.6684931506849314,0,0,0,0,0,1,0
3687,35,87,42,1.0,A,4.0,0,0,0,0,1,0,0,0,2,1,0.0,3.506849315068493,0,0,0,0,0,1,0
1680,89,57,97,4.0,R,3.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2548,19,97,17,1.0,R,3.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
2031,67,21,99,1.0,A,3.95,0,0,0,0,2,0,0,0,0,1,0.0,7.671232876712328,0,0,0,0,0,0,1
3641,94,43,42,1.0,R,3.91,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2615,64,95,42,1.0,D,2.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
4143,88,88,82,4.0,R,3.91,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
4337,56,94,17,3.0,R,3.55,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3824,38,77,41,1.0,A,4.0,1,0,0,0,0,0,0,0,0,1,0.0,8.92876712328767,0,0,0,0,0,1,0
2618,0,0,0,1.0,A,3.0,1,0,0,0,1,0,0,0,0,1,0.0,3.589041095890411,0,0,0,0,0,1,0
3240,65,97,42,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4290,86,96,41,2.0,R,3.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2494,92,47,93,3.0,R,3.95,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4199,76,94,17,1.0,A,3.83,0,0,0,0,2,0,0,0,0,0,0.0,0.8328767123287671,0,0,0,0,0,1,0
2394,32,25,35,4.0,A,3.51,0,0,0,0,0,0,0,0,0,0,0.0,2.504109589041096,0,0,0,0,0,1,0
3439,39,96,18,3.0,A,4.0,0,0,0,0,0,0,0,0,0,1,0.0,1.084931506849315,0,0,0,0,0,1,0
2182,33,56,15,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2903,51,97,17,1.0,R,3.0,0,0,0,0,0,1,0,0,2,0,0.0,0.0,0,0,0,0,0,1,0
1672,78,98,35,1.0,D,4.0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
1670,62,45,78,1.0,R,3.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
3393,86,27,60,4.0,R,3.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1212,69,11,30,3.0,A,4.0,0,0,0,0,2,0,0,0,0,0,0.0,4.7534246575342465,0,0,0,0,0,0,1
1205,77,60,73,4.0,A,3.5,1,0,0,0,0,0,1,0,0,0,0.0,0.16712328767123288,0,0,0,0,0,0,1
2229,16,40,7,1.0,D,3.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3231,31,92,42,1.0,D,3.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3909,98,76,82,4.0,A,3.88,1,0,0,0,0,0,1,0,0,0,1.0,11.915068493150685,0,0,0,0,0,0,1
4222,73,54,59,2.0,R,3.96,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3674,35,97,18,1.0,D,4.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
4097,93,96,59,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2201,45,10,15,3.0,A,3.09,0,0,0,0,1,0,0,0,0,0,0.0,2.6684931506849314,0,0,1,0,0,0,0
4174,52,94,41,1.0,D,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1330,86,52,99,1.0,A,3.97,0,0,0,0,1,0,0,1,0,0,0.0,5.846575342465753,0,0,0,0,0,0,1
4219,69,68,41,1.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2864,55,85,17,1.0,D,4.0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
2399,54,80,15,1.0,D,2.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3026,7,31,2,1.0,D,3.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
4302,69,20,59,1.0,R,3.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2696,30,1,17,1.0,A,3.44,0,0,0,0,0,0,0,0,0,0,0.0,11.087671232876712,0,0,0,1,0,0,0
4038,91,96,92,1.0,R,3.0,1,0,0,0,1,0,0,0,2,1,0.0,0.0,0,0,0,0,0,1,0
1718,84,41,78,3.0,R,3.94,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2795,82,97,42,2.0,R,3.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
3998,80,96,17,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.915068493150685,0,0,0,0,0,1,0
1687,62,98,35,1.0,R,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2471,60,73,59,1.0,A,4.0,0,0,0,0,0,0,0,0,0,1,0.0,1.7506849315068493,0,0,0,0,0,1,0
3546,8,4,18,3.0,D,3.32,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0
2207,90,37,56,1.0,R,3.89,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2719,38,51,17,1.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1910,22,64,15,2.0,R,4.0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3118,52,97,42,1.0,D,3.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
4027,42,80,41,1.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2306,71,37,15,4.0,A,3.95,0,0,0,2,1,0,0,0,0,0,0.0,0.16712328767123288,0,0,0,0,0,0,1
4028,80,96,17,1.0,R,3.76,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3456,86,94,60,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4329,56,74,41,1.0,R,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3217,76,73,82,3.0,D,2.83,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3489,73,84,42,3.0,R,3.53,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1757,84,57,78,1.0,A,3.63,0,0,0,0,0,0,0,0,0,0,0.0,2.504109589041096,0,0,0,0,0,0,1
1968,74,15,93,3.0,R,3.74,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2821,51,97,17,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3913,98,59,60,4.0,A,3.89,0,0,0,0,1,0,0,0,0,0,0.0,3.0876712328767124,0,0,0,0,0,0,1
2921,68,97,42,3.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3683,48,81,18,1.0,D,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2965,23,87,42,1.0,A,3.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2148,71,64,80,4.0,R,3.22,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1
2542,47,39,17,1.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1814,99,78,99,4.0,R,3.93,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
4137,61,96,17,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2613,64,97,59,1.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2863,55,97,42,2.0,R,4.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
4320,14,88,17,2.0,A,4.0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0
4142,65,91,41,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4070,56,8,41,1.0,R,3.83,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2295,67,28,80,3.0,R,2.93,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2946,47,55,93,3.0,A,3.15,1,0,0,0,0,0,0,0,0,0,0.0,7.010958904109589,0,0,0,0,0,1,0
3356,80,87,82,2.0,R,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2739,51,91,17,1.0,A,3.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3911,85,85,82,1.0,A,3.0,0,0,0,0,1,0,0,0,1,1,0.0,0.7506849315068493,0,0,0,0,0,1,0
4042,96,74,82,4.0,R,3.99,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3680,27,92,18,1.0,D,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4036,88,77,41,1.0,R,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3274,83,66,98,4.0,R,3.58,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3597,56,91,18,1.0,A,4.0,0,0,0,0,1,0,0,0,0,0,0.0,5.413698630136986,0,0,0,0,0,1,0
3241,93,76,42,1.0,R,3.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2839,80,93,42,1.0,D,3.0,0,0,0,0,1,0,1,0,1,1,0.0,0.0,0,0,0,0,0,1,0
4284,76,14,59,4.0,A,4.0,0,0,0,0,2,0,1,0,0,0,0.0,5.331506849315068,0,0,0,0,0,1,0
4086,52,96,41,3.0,R,3.33,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0
1501,49,78,14,1.0,D,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2452,74,4,38,1.0,A,3.94,0,0,0,0,2,0,0,0,0,0,0.0,4.424657534246576,0,0,0,0,0,0,1
3033,69,66,60,4.0,A,2.36,0,0,0,0,0,0,0,0,0,0,0.0,3.084931506849315,0,0,0,0,0,0,1
2984,51,51,82,3.0,A,3.83,0,0,0,0,0,0,0,0,0,0,0.0,3.5835616438356164,0,0,0,0,0,0,1
2901,19,79,7,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2833,47,97,59,1.0,D,2.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2252,63,40,56,3.0,A,3.38,0,0,0,0,0,0,0,0,0,0,0.0,2.589041095890411,0,1,0,0,0,0,0
4224,69,90,41,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2755,71,56,7,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3286,43,97,60,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1760,74,44,80,4.0,A,3.64,0,0,0,0,0,0,0,0,0,0,0.0,1.9205479452054794,0,0,0,0,0,0,1
3664,61,92,42,2.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
1393,65,64,73,1.0,R,3.9,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1632,70,49,54,4.0,A,3.21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1612,89,53,97,3.0,R,4.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2267,79,60,56,2.0,R,3.37,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3021,86,69,82,3.0,A,3.15,0,0,0,0,0,0,0,0,0,1,0.0,2.926027397260274,0,0,0,0,0,0,1
2065,49,81,14,1.0,D,2.34,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3677,88,78,42,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3311,8,87,18,1.0,A,3.0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1829,54,56,15,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,4.002739726027397,0,0,0,0,0,1,0
3117,27,92,42,1.0,D,3.5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2807,75,85,0,1.0,R,3.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3505,65,87,42,1.0,R,3.0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1469,99,75,99,4.0,A,3.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3919,61,90,41,1.0,R,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1558,66,18,78,3.0,R,3.66,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,1,0,0,0
2723,64,76,82,4.0,A,3.63,0,0,0,0,0,2,0,0,0,1,0.0,2.252054794520548,0,0,1,0,0,0,0
2366,85,48,98,4.0,R,3.97,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1268,84,44,48,4.0,A,3.23,0,0,0,0,0,0,0,0,0,1,0.0,4.835616438356165,0,0,0,1,0,0,0
2664,68,70,42,2.0,R,3.0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3408,76,27,60,4.0,R,3.96,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2528,60,97,42,1.0,A,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3163,24,69,60,1.0,A,2.67,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2327,99,68,56,4.0,R,3.85,1,1,0,0,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,1
4239,56,90,17,4.0,R,3.91,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3805,69,77,41,1.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2191,85,83,80,1.0,R,4.0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2595,42,93,17,1.0,R,3.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1370,99,99,92,2.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.7506849315068493,0,1,0,0,0,0,0
1677,12,75,14,1.0,A,4.0,1,0,0,2,1,0,0,0,0,0,0.0,4.419178082191781,0,0,0,0,0,1,0
3836,47,74,17,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2159,67,98,15,2.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.9205479452054794,0,0,0,0,0,1,0
2259,92,78,41,3.0,R,3.97,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2736,34,63,17,3.0,R,3.82,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
3663,91,97,82,2.0,D,3.0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1234,77,39,73,1.0,A,3.94,0,0,0,1,0,1,0,0,0,0,0.0,5.5917808219178085,0,0,0,0,0,0,1
1997,97,83,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,1,0.0,2.747945205479452,0,0,0,0,0,0,1
3490,35,66,18,4.0,D,3.26,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1262,77,35,30,1.0,A,4.0,0,0,0,0,2,0,0,0,0,0,0.0,1.16986301369863,0,0,0,0,0,0,1
1992,93,71,80,1.0,R,3.82,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
1439,77,35,49,4.0,A,3.73,0,0,0,0,0,0,0,0,0,0,0.0,4.167123287671233,0,0,0,0,0,1,0
4135,80,46,82,2.0,R,3.87,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2978,55,95,17,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4249,73,34,92,4.0,R,3.58,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0
3675,56,97,42,1.0,R,3.0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3316,61,27,60,2.0,R,3.83,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
2823,85,51,93,4.0,A,3.47,0,0,0,0,0,0,0,0,0,0,1.0,4.336986301369863,0,0,0,0,0,1,0
1737,59,21,80,1.0,A,3.33,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
