GRE APT Verb Percentile,GRE APT Quant Percentile,GRE APT Analyt Percentile,tiers,admit_code,GPA_Merged,Master's Held,Doctorate Held,Bachelor's Held,Special Degree Held,Count: Arts,Count: GAE,Count: Research,Count: Service,Count: Leadership,Count: Competition,Gender,Ethnicity,First Generation,work_experience_int
62,96,54,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,1126.0
84,49,93,3.0,A,3.88,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,454.0
96,81,78,1.0,R,3.69,0,0,0,0,1,0,1,0,0,0,Male,White,0.0,0.0
53,33,14,4.0,D,3.31,0,0,1,0,1,0,0,0,0,0,Female,White,0.0,0.0
36,98,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,730.0
53,81,54,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
99,53,54,1.0,R,3.38,0,0,1,0,2,0,0,0,0,0,Female,White,0.0,0.0
44,96,14,4.0,A,3.0,0,0,1,0,0,2,0,0,0,1,Female,Not Reported,0.0,518.0
99,53,78,1.0,R,3.77,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
40,91,35,3.0,D,3.0,0,0,0,0,0,0,0,0,0,2,Male,Not Reported,0.0,0.0
93,59,10,1.0,A,3.54,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
87,41,54,3.0,A,3.96,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,881.0
84,69,93,1.0,R,3.08,0,0,0,0,0,1,0,1,0,0,Female,Black or African American,0.0,0.0
73,75,35,3.0,A,4.0,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,0.0
95,57,97,2.0,R,3.72,0,0,0,0,1,1,0,1,0,0,Female,White,0.0,0.0
66,18,78,2.0,R,3.66,0,0,0,0,0,1,1,1,0,0,Female,Hispanic,0.0,0.0
81,75,78,1.0,R,3.09,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
84,57,93,2.0,A,3.42,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
93,49,78,1.0,A,3.59,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,2679.0
93,41,93,4.0,A,3.82,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,518.0
95,61,78,1.0,A,3.35,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,4109.0
62,98,6,4.0,D,3.0,0,0,0,0,0,1,0,0,0,2,Female,Not Reported,0.0,0.0
40,96,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,1,Female,Not Reported,0.0,123.0
40,96,35,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
70,98,35,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
28,29,14,3.0,A,3.61,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,1555.0
53,48,30,1.0,A,3.2,0,0,1,0,0,2,0,0,0,0,Female,Black or African American,0.0,639.0
87,29,35,2.0,R,3.79,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
73,22,54,0.0,A,3.64,0,0,1,0,0,0,1,0,0,0,Female,White,0.0,92.0
62,87,14,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
56,22,48,2.0,A,3.29,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,2222.0
49,29,54,4.0,D,3.77,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
93,41,78,1.0,A,3.67,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2587.0
73,98,14,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Male,Asian,0.0,0.0
58,33,35,2.0,A,3.48,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,61.0
15,75,6,4.0,D,3.0,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
93,33,78,4.0,A,3.92,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
81,22,78,2.0,R,3.82,0,0,0,0,1,0,0,0,0,0,Female,White,0.0,0.0
89,57,97,2.0,R,3.61,0,0,0,0,1,0,0,0,0,0,Female,White,0.0,0.0
53,84,35,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
40,75,14,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,1157.0
78,29,14,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,Female,White,1.0,9736.0
97,78,93,4.0,R,3.4538255338482493,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
18,49,35,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
62,33,93,2.0,D,2.95,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
18,84,14,4.0,D,3.0,0,0,0,0,0,1,0,0,0,2,Male,Not Reported,0.0,0.0
18,98,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,62.0
84,95,54,1.0,R,3.53,0,0,0,0,0,3,0,0,0,0,Male,White,0.0,0.0
95,18,54,1.0,R,3.19,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
58,91,35,4.0,A,3.0,0,0,1,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
87,22,54,4.0,A,3.65,1,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,2769.0
92,82,67,1.0,A,3.65,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,2372.0
87,65,54,1.0,A,3.56,0,0,1,0,0,0,0,0,1,0,Female,Not Reported,0.0,913.0
53,11,35,2.0,A,3.19,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,426.0
93,37,54,1.0,A,3.67,1,0,0,0,0,1,0,0,0,0,Female,White,0.0,458.0
93,57,78,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Male,White,0.0,0.0
89,53,97,2.0,R,4.0,0,0,0,0,0,1,0,1,0,0,Female,White,0.0,0.0
78,49,93,2.0,A,3.62,0,0,1,0,0,1,1,0,0,0,Male,White,0.0,2313.0
73,53,54,2.0,R,3.85,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
28,98,14,4.0,R,3.34,0,0,0,0,0,1,1,0,0,1,Female,Not Reported,0.0,0.0
87,69,54,1.0,R,3.86,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
62,13,54,4.0,A,3.92,0,0,1,0,0,1,0,1,0,0,Female,White,0.0,4749.0
93,61,54,1.0,R,3.87,0,0,0,0,0,1,1,0,0,0,Female,White,0.0,0.0
44,95,14,3.0,A,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
36,98,35,3.0,A,4.0,0,0,1,0,1,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,57,93,1.0,A,3.88,1,0,0,0,0,0,3,0,0,0,Female,White,0.0,152.0
40,84,14,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
44,87,14,4.0,R,3.0,0,0,0,0,0,1,0,0,0,1,Male,Not Reported,0.0,0.0
40,96,35,4.0,A,4.0,0,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
70,49,54,1.0,A,3.21,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
53,84,6,4.0,D,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
84,15,54,1.0,A,3.24,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,1065.0
73,56,73,1.0,A,3.61,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,610.0
53,53,78,1.0,A,3.65,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,396.0
77,48,41,1.0,A,3.5,0,0,1,0,0,1,0,0,0,0,Female,Hispanic,1.0,2801.0
21,5,54,1.0,A,3.59,0,0,1,0,0,1,0,0,0,0,Female,Hispanic,1.0,242.0
36,4,30,4.0,A,3.21,0,0,1,0,0,0,0,0,0,0,Male,White,1.0,10535.0
93,43,92,2.0,R,3.89,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
69,20,96,2.0,A,3.39,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
7,3,35,3.0,R,3.84,0,0,0,0,0,1,0,0,0,1,Female,Hispanic,0.0,0.0
98,61,97,1.0,A,3.66,0,0,1,0,0,1,0,0,0,0,Male,White,0.0,548.0
91,57,54,2.0,R,3.47,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
78,57,54,2.0,R,3.82,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
70,81,78,4.0,R,3.0,0,0,0,0,0,0,0,0,0,1,Male,White,0.0,0.0
44,84,14,4.0,D,3.33,0,0,0,0,0,0,2,0,0,0,Female,Not Reported,0.0,0.0
53,98,14,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
84,57,78,4.0,R,3.4538255338482493,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
66,15,14,4.0,A,3.72,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,91.0
73,81,35,4.0,R,3.57,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
44,93,14,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
66,65,54,1.0,A,3.64,0,0,0,0,0,0,3,0,0,0,Female,White,0.0,0.0
97,18,78,4.0,A,3.75,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,5481.0
98,36,32,1.0,R,3.8,0,1,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,57,93,1.0,R,3.8,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
94,84,87,1.0,R,3.97,0,0,0,0,1,0,1,0,1,0,Female,Not Reported,0.0,0.0
62,45,78,4.0,R,3.2,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
87,33,97,3.0,R,3.97,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
78,98,35,4.0,D,4.0,0,0,0,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
93,75,93,1.0,R,3.5,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
73,13,54,1.0,R,3.24,0,0,0,0,0,0,1,0,0,0,Female,White,0.0,0.0
84,15,6,4.0,A,3.78,1,0,0,0,0,1,0,0,0,0,Male,Hispanic,0.0,488.0
66,81,54,1.0,R,3.67,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
12,75,14,4.0,A,4.0,1,0,0,0,2,1,0,0,0,0,Female,Not Reported,0.0,1613.0
78,29,54,3.0,R,3.7,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
89,57,97,1.0,R,3.4,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
87,57,97,1.0,R,3.62,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
66,25,78,2.0,A,3.82,0,0,1,0,0,1,0,0,1,0,Female,White,0.0,1157.0
97,69,54,1.0,A,3.93,0,0,1,0,0,2,0,0,0,0,Male,Not Reported,0.0,4749.0
97,72,35,1.0,D,3.14,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
89,96,78,4.0,R,3.42,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
62,98,35,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
49,93,35,4.0,R,3.5,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
99,57,78,1.0,R,3.85,0,0,0,0,1,0,1,0,0,0,Female,White,0.0,1826.0
87,69,54,4.0,A,3.66,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,943.0
66,6,35,4.0,A,3.57,0,0,1,0,0,0,0,0,0,0,Male,Hispanic,0.0,1672.0
53,45,54,4.0,A,3.22,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,0.0
89,37,35,2.0,A,3.67,0,0,1,0,0,3,0,0,0,0,Female,White,0.0,1004.0
36,37,35,2.0,D,3.56,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
84,45,78,1.0,R,3.73,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
78,57,35,4.0,A,3.61,0,0,1,0,0,3,0,0,0,0,Female,Hispanic,0.0,1095.0
95,57,93,4.0,A,4.0,0,0,1,0,0,2,1,0,0,0,Female,White,0.0,972.0
49,97,14,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
89,41,54,2.0,A,3.95,0,0,1,0,0,0,1,0,0,0,Female,White,0.0,2131.0
81,22,35,4.0,R,3.49,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
36,84,35,3.0,R,4.0,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
36,29,35,4.0,A,3.52,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
99,72,93,1.0,R,3.93,0,0,0,0,0,3,0,0,0,0,Female,White,0.0,0.0
81,37,54,3.0,R,3.4538255338482493,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
98,93,6,3.0,A,4.0,1,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
93,65,78,1.0,A,3.7,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
58,96,14,4.0,D,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
89,33,54,4.0,D,2.89,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
84,41,78,2.0,R,3.94,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
28,8,54,2.0,A,3.75,1,0,0,0,0,0,1,0,0,0,Female,Black or African American,0.0,940.0
58,96,14,4.0,R,3.0,0,0,0,0,0,0,0,1,1,0,Male,Not Reported,0.0,0.0
70,2,35,1.0,A,3.56,0,1,0,0,0,1,1,1,0,0,Male,White,0.0,2463.0
36,81,14,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,181.0
58,13,78,4.0,D,3.33,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
40,96,35,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
53,98,14,4.0,A,3.0,0,0,1,0,0,2,0,0,0,1,Male,Not Reported,0.0,92.0
84,87,78,1.0,R,3.53,0,0,0,0,0,1,0,0,0,0,Male,White,0.0,0.0
92,21,93,4.0,A,3.27,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,1612.0
89,56,56,1.0,A,3.58,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,1277.0
54,94,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
86,77,45,2.0,A,3.98,0,0,1,0,1,0,0,0,0,0,Male,White,0.0,0.0
59,21,80,4.0,A,3.33,1,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
93,72,93,4.0,A,3.65,0,0,1,0,0,1,0,0,0,0,Male,White,0.0,820.0
99,57,78,1.0,R,3.85,0,0,0,0,1,0,0,0,1,0,Female,White,0.0,1826.0
87,37,80,1.0,A,3.64,1,0,0,0,0,0,0,0,0,0,Male,Hispanic,1.0,3284.0
96,95,6,1.0,A,3.18,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,2525.0
98,44,48,2.0,A,3.33,0,0,0,1,0,1,0,0,0,0,Female,White,1.0,2496.0
84,13,78,4.0,R,3.26,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
78,1,35,4.0,A,3.33,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2405.0
93,49,26,1.0,A,3.92,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
98,48,93,3.0,A,3.82,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,608.0
84,61,78,1.0,A,3.8,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,1.0,2768.0
49,8,54,2.0,D,3.57,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
32,72,35,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,792.0
92,25,56,3.0,A,3.9,0,1,0,0,0,0,0,0,0,0,Female,White,0.0,701.0
0,0,0,1.0,A,3.96,0,0,0,1,0,0,0,0,0,0,Male,Hispanic,0.0,0.0
84,57,78,4.0,A,3.63,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,914.0
74,10,7,4.0,A,3.67,0,0,1,0,0,0,0,0,0,0,Male,Hispanic,1.0,3043.0
54,12,38,4.0,A,3.85,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,4715.0
74,44,80,1.0,A,3.64,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,701.0
29,40,38,1.0,A,3.87,0,0,1,0,0,1,0,0,0,1,Female,White,0.0,183.0
98,65,78,3.0,A,3.88,0,0,1,0,0,0,1,0,0,0,Female,White,0.0,1094.0
53,49,54,2.0,A,3.4,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2161.0
81,65,54,2.0,A,3.9,0,0,1,0,0,1,0,1,0,0,Female,Asian,0.0,2161.0
87,45,54,1.0,A,3.23,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,1.0,4902.0
51,56,29,2.0,R,3.26,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
89,12,56,3.0,A,3.67,0,0,0,0,0,1,0,0,0,0,Male,White,0.0,0.0
32,96,35,4.0,A,2.85,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,1276.0
89,45,54,3.0,A,3.23,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
95,64,80,3.0,A,3.5,0,0,0,0,0,3,0,0,0,0,Male,White,0.0,0.0
10,48,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,52,56,4.0,D,2.32,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
73,33,54,2.0,R,3.8,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
0,0,0,4.0,A,3.73,0,1,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
98,77,99,2.0,A,4.0,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,2101.0
87,56,98,2.0,R,3.42,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
87,49,54,3.0,A,3.92,0,0,1,0,1,2,0,0,0,0,Female,White,1.0,822.0
99,57,78,1.0,A,3.85,0,1,0,0,1,0,1,0,0,0,Female,White,0.0,2069.0
45,88,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,457.0
33,56,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,853.0
84,56,56,2.0,R,3.63,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
93,44,56,1.0,R,3.91,0,0,0,0,0,1,0,0,1,0,Female,Hispanic,0.0,0.0
45,98,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
89,80,0,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,3015.0
89,60,93,1.0,R,3.76,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
50,74,93,4.0,R,3.19,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
74,15,56,2.0,R,3.63,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
84,60,56,3.0,R,3.72,0,0,0,0,0,1,0,0,0,0,Female,Hispanic,0.0,0.0
96,56,56,2.0,R,3.84,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
59,90,38,4.0,R,4.0,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
89,40,56,1.0,R,3.75,0,0,0,0,0,0,0,0,1,0,Female,White,0.0,0.0
99,78,99,1.0,R,3.93,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
81,32,56,1.0,A,2.89,0,0,1,0,0,0,0,0,0,0,Female,Asian,1.0,487.0
84,37,93,1.0,A,3.86,1,0,0,0,0,1,0,0,0,0,Male,White,0.0,2342.0
89,56,98,2.0,R,3.78,0,0,1,0,0,1,0,0,0,0,Male,White,0.0,0.0
67,97,15,3.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
71,94,38,3.0,A,3.33,1,0,0,0,0,0,0,0,0,1,Male,Asian,0.0,0.0
50,60,80,1.0,A,3.39,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,699.0
78,48,93,1.0,A,3.95,0,0,1,0,0,3,0,0,0,0,Female,White,0.0,1157.0
54,56,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,1461.0
54,40,56,2.0,R,3.53,0,0,0,0,0,0,0,1,0,0,Male,White,0.0,0.0
59,32,80,2.0,A,3.82,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,5176.0
97,56,80,1.0,R,3.72,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
67,92,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,2618.0
54,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,2,Male,Not Reported,0.0,0.0
81,78,78,1.0,R,3.98,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
95,80,93,2.0,R,3.86,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
99,48,98,1.0,R,3.89,1,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
63,18,80,4.0,A,3.55,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,1339.0
22,88,7,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
98,83,80,1.0,R,3.81,0,0,0,0,0,0,1,0,0,0,Male,White,0.0,0.0
54,95,15,3.0,A,3.33,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
59,95,15,4.0,R,3.0,0,0,0,0,0,2,0,0,1,0,Female,Not Reported,0.0,0.0
63,88,15,4.0,R,4.0,0,0,0,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
63,97,0,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,44,80,1.0,A,3.55,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,1.0,3014.0
59,52,0,4.0,D,2.72,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
92,40,56,1.0,A,3.33,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
73,33,54,2.0,A,3.8,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
99,72,78,1.0,R,3.62,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
50,8,38,1.0,R,3.95,0,0,0,0,3,0,0,0,0,0,Female,White,0.0,0.0
67,90,15,4.0,R,3.5,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
36,98,15,2.0,A,3.0,0,0,1,0,0,0,1,0,0,0,Female,Not Reported,0.0,273.0
54,98,15,3.0,R,3.0,0,0,0,0,0,0,1,0,0,0,Male,Not Reported,0.0,0.0
74,44,56,4.0,A,3.69,1,0,0,0,0,3,0,0,0,0,Male,Hispanic,0.0,2435.0
99,80,98,2.0,R,3.46,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
84,83,56,2.0,R,3.96,0,0,1,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
45,98,0,3.0,A,3.0,0,0,1,0,0,2,0,0,1,0,Male,Not Reported,0.0,0.0
67,97,38,4.0,R,3.34,0,0,0,0,0,0,0,0,0,2,Male,Not Reported,0.0,0.0
45,95,15,3.0,R,3.0,0,0,0,0,0,0,1,0,0,0,Female,Not Reported,0.0,0.0
95,64,56,3.0,R,3.95,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
2,28,1,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
99,29,78,1.0,A,3.06,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,2281.0
84,59,67,1.0,A,3.63,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
74,48,56,2.0,A,2.95,0,0,1,0,0,0,0,0,0,0,Male,White,1.0,8004.0
87,21,93,1.0,A,3.5,0,0,1,0,0,0,0,0,0,0,Male,Hispanic,1.0,1187.0
93,71,98,1.0,R,3.64,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,303.0
54,98,15,3.0,A,3.0,0,0,1,0,0,1,0,0,1,0,Female,Not Reported,0.0,0.0
66,96,35,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
50,78,15,3.0,R,3.67,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
92,48,80,1.0,R,2.95,0,0,0,0,0,0,0,0,0,0,Female,Black or African American,0.0,0.0
50,90,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Asian,0.0,0.0
92,71,80,1.0,R,3.73,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
54,94,56,4.0,R,4.0,0,0,0,0,0,0,1,0,0,1,Female,Not Reported,0.0,91.0
74,98,15,2.0,R,3.67,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
63,21,80,3.0,R,3.49,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
29,83,15,4.0,R,3.0,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
89,52,38,4.0,A,3.49,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,639.0
50,37,56,4.0,A,2.97,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,608.0
84,44,80,2.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
59,32,56,2.0,R,3.42,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
78,86,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,2,Female,Not Reported,0.0,0.0
63,25,80,2.0,R,3.92,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
98,37,93,1.0,A,3.91,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,638.0
91,56,73,4.0,R,4.0,0,0,0,0,2,0,0,0,0,0,Female,Native Hawaiian or Other Pacific Islander,0.0,0.0
78,83,56,4.0,R,3.81,0,0,0,0,0,1,1,0,0,0,Female,Not Reported,0.0,0.0
22,64,15,3.0,R,4.0,0,0,0,0,1,1,0,0,0,0,Male,Not Reported,0.0,0.0
45,83,15,3.0,R,4.0,0,0,0,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
71,71,15,4.0,R,3.0,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
45,32,93,2.0,R,3.27,0,0,0,0,1,0,0,0,0,0,Female,White,0.0,0.0
25,94,7,4.0,R,3.0,0,0,0,0,0,1,0,0,0,1,Male,Not Reported,0.0,0.0
98,68,80,1.0,R,3.78,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
16,1,15,4.0,A,4.0,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,5812.0
92,44,98,1.0,A,3.23,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,3559.0
99,37,54,1.0,R,3.92,0,0,1,0,0,2,0,0,0,0,Female,Hispanic,0.0,0.0
