GRE APT Verb Percentile,GRE APT Quant Percentile,GRE APT Analyt Percentile,tiers,admit_code,GPA_Merged,Master's Held,Doctorate Held,Bachelor's Held,Special Degree Held,Count: Arts,Count: GAE,Count: Research,Count: Service,Count: Leadership,Count: Competition,Gender,Ethnicity,First Generation,work_experience_int
96,56,93,1.0,A,3.93,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,1187.0
54,32,38,1.0,A,3.69,0,0,1,0,0,0,0,0,1,0,Female,White,0.0,850.0
93,65,97,2.0,A,3.12,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,4260.0
41,86,15,3.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
50,88,38,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
70,22,14,4.0,R,2.88,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
98,75,78,2.0,A,3.03,0,0,1,0,2,1,0,0,0,0,Female,White,0.0,1250.0
63,94,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,3,Male,Not Reported,0.0,0.0
71,60,98,3.0,A,3.8,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,4688.0
29,71,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
81,94,93,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
97,21,80,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,American Indian or Alaska Native,0.0,0.0
50,37,15,4.0,R,3.44,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
29,98,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
54,98,15,4.0,R,4.0,0,0,1,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
41,94,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,2,Female,Not Reported,0.0,0.0
81,44,80,2.0,R,3.89,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
41,74,15,4.0,A,4.0,0,0,1,0,0,0,1,0,0,0,Female,Not Reported,0.0,759.0
99,48,15,1.0,R,3.54,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
29,92,15,2.0,A,3.0,0,0,1,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
8,80,15,4.0,A,3.0,1,0,0,0,0,0,2,0,0,0,Female,Not Reported,0.0,1006.0
33,83,15,4.0,R,3.34,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
41,32,7,4.0,A,3.35,0,0,1,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
92,74,80,1.0,A,2.79,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,548.0
81,92,56,1.0,A,3.48,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,1706.0
99,88,49,2.0,R,3.88,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
36,6,56,4.0,A,3.55,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
74,15,93,2.0,R,3.74,0,0,0,0,1,1,0,0,0,0,Male,Not Reported,0.0,0.0
25,92,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,91.0
45,83,15,4.0,R,3.67,0,0,0,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
71,64,56,3.0,A,3.86,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,1340.0
50,4,93,4.0,R,2.98,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
36,94,15,3.0,A,3.83,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,457.0
87,52,93,2.0,R,3.93,0,0,0,0,1,1,0,0,0,0,Female,White,0.0,0.0
89,10,80,1.0,A,2.64,0,0,1,0,1,1,0,0,0,0,Female,Black or African American,0.0,1373.0
22,18,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
81,83,80,3.0,R,4.0,0,0,0,0,0,0,1,0,0,0,Female,White,0.0,0.0
71,40,38,3.0,A,3.57,0,0,1,0,0,0,0,0,0,0,Female,Black or African American,0.0,4414.0
78,68,56,3.0,R,3.38,0,0,0,0,1,1,0,0,0,0,Male,American Indian or Alaska Native,0.0,0.0
71,60,56,1.0,A,3.33,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,3014.0
86,35,49,1.0,A,3.77,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,1610.0
93,71,80,4.0,R,3.82,0,0,0,0,0,2,0,0,0,0,Male,White,0.0,0.0
78,45,35,4.0,R,3.44,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
97,83,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,1003.0
93,83,93,2.0,R,3.73,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
78,94,93,1.0,R,3.37,0,0,0,0,0,0,1,0,0,0,Male,Asian,0.0,0.0
97,48,56,4.0,R,3.84,0,0,0,0,1,1,0,0,0,0,Female,White,0.0,0.0
41,83,15,4.0,D,2.0,0,0,0,0,0,1,1,0,0,0,Male,Not Reported,0.0,0.0
36,74,15,4.0,A,4.0,1,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
33,83,15,4.0,A,3.0,0,0,1,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
89,68,56,1.0,R,3.84,0,0,0,0,0,2,0,0,0,0,Female,Asian,0.0,0.0
63,90,15,3.0,R,4.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
54,28,56,4.0,R,3.93,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
79,18,38,4.0,A,4.0,0,0,1,0,0,2,0,1,0,0,Female,Not Reported,0.0,395.0
16,68,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
92,52,0,1.0,A,3.82,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,3012.0
84,15,56,2.0,R,3.62,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
67,21,99,4.0,A,3.95,0,0,1,0,0,2,0,0,0,0,Male,White,0.0,2800.0
87,78,56,4.0,R,4.0,0,0,0,0,1,0,1,0,0,0,Female,Not Reported,0.0,0.0
71,74,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,2038.0
29,95,15,4.0,D,2.0,0,0,1,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
81,40,56,2.0,A,3.54,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,1704.0
92,56,56,4.0,A,3.75,0,0,1,0,0,2,1,0,0,0,Female,White,0.0,1580.0
97,52,56,4.0,A,4.0,0,0,1,0,2,0,0,0,0,0,Female,White,1.0,4048.0
74,15,56,2.0,A,2.92,0,0,1,0,0,0,0,0,0,0,Male,White,1.0,273.0
89,32,80,2.0,A,3.86,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
67,88,38,2.0,R,3.04,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
79,18,38,4.0,A,2.97,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,1673.0
37,52,56,1.0,A,3.97,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,608.0
33,56,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,853.0
92,32,93,4.0,A,3.97,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,9496.0
71,94,38,3.0,A,3.33,1,0,0,0,0,0,0,0,0,0,Male,Asian,0.0,0.0
96,90,15,2.0,D,2.43,0,0,0,0,0,0,0,1,0,0,Male,Not Reported,0.0,0.0
97,40,80,1.0,A,3.8,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,516.0
49,81,14,4.0,D,2.34,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,52,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
33,86,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,1,Male,Not Reported,0.0,520.0
29,60,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Asian,0.0,579.0
98,18,80,1.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,4597.0
29,44,38,3.0,A,3.07,0,0,1,0,0,0,1,0,0,0,Male,Black or African American,1.0,1613.0
59,86,0,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
8,45,38,2.0,D,2.97,0,0,0,0,0,0,0,0,0,0,Male,Asian,0.0,0.0
90,48,98,1.0,A,3.38,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
54,71,93,2.0,R,3.8,0,0,0,0,0,1,0,0,0,0,Female,Asian,0.0,0.0
99,71,80,2.0,A,3.9,0,0,1,0,0,3,0,0,0,0,Female,White,0.0,1733.0
98,64,38,4.0,A,4.0,0,0,0,0,0,3,0,0,0,0,Female,White,0.0,729.0
85,52,15,4.0,R,3.78,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
81,95,93,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
63,86,15,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
63,56,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,395.0
0,0,0,4.0,A,3.59,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
99,75,80,1.0,R,3.98,0,0,1,0,0,2,0,0,0,0,Male,White,0.0,0.0
33,83,15,4.0,R,3.34,0,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
89,88,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
63,88,56,0.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
98,71,80,1.0,R,3.73,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
87,15,56,3.0,D,2.96,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
29,64,7,3.0,A,3.0,1,0,0,0,1,1,0,0,0,0,Female,Not Reported,0.0,1703.0
87,32,80,4.0,R,3.63,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
59,94,15,2.0,R,3.77,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
90,83,56,4.0,A,3.9,1,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,4140.0
96,40,56,2.0,A,3.67,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,2372.0
54,94,38,4.0,R,3.78,0,0,0,0,0,1,0,0,0,1,Male,Not Reported,0.0,0.0
63,88,93,1.0,R,3.7,0,0,0,0,0,0,0,0,0,0,Male,Asian,0.0,0.0
92,71,93,1.0,A,3.79,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,940.0
37,80,15,4.0,D,3.33,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
45,83,38,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
79,98,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,578.0
22,90,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
37,83,38,4.0,A,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,215.0
5,75,15,4.0,D,4.0,0,0,0,0,0,1,0,0,0,0,Male,Asian,0.0,0.0
79,88,38,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
29,92,15,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
41,28,56,2.0,A,3.21,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,974.0
79,68,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
92,60,98,1.0,A,3.9,0,1,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
92,37,38,1.0,R,3.05,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
81,78,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,1096.0
74,64,56,1.0,R,3.63,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
92,37,38,2.0,A,3.69,0,0,1,0,0,2,0,0,0,0,Female,Hispanic,0.0,2859.0
81,86,80,4.0,R,3.33,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
97,8,80,2.0,R,3.83,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
71,64,80,1.0,R,3.22,0,0,1,0,0,0,1,0,1,0,Female,White,0.0,0.0
45,98,38,3.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
92,52,56,1.0,A,3.87,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
90,28,80,4.0,A,3.73,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,1950.0
67,12,38,1.0,R,3.67,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
45,71,38,4.0,A,4.0,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
85,40,80,1.0,A,3.59,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
59,4,38,4.0,R,3.96,0,0,0,0,0,0,0,1,0,0,Female,White,0.0,0.0
13,25,7,4.0,D,3.0,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
54,95,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
67,98,15,3.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,336.0
71,98,38,4.0,A,3.33,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,92.0
29,88,15,4.0,D,3.0,0,0,0,0,0,0,0,0,1,0,Female,Not Reported,0.0,0.0
71,25,15,2.0,A,3.92,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
67,90,38,1.0,R,3.95,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
54,86,15,4.0,A,2.33,0,0,1,0,0,0,0,0,1,0,Female,Not Reported,0.0,457.0
81,98,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
29,71,15,4.0,D,2.2,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
94,98,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,518.0
50,1,56,4.0,A,3.91,0,0,0,0,0,0,1,0,0,0,Female,White,0.0,0.0
71,71,15,2.0,A,2.65,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,61.0
37,98,15,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
99,68,93,1.0,A,3.88,0,0,0,1,0,2,0,1,0,0,Female,White,0.0,640.0
95,61,45,1.0,R,3.5,0,0,1,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
94,56,56,1.0,A,3.32,0,0,1,0,2,0,0,0,0,0,Female,White,0.0,426.0
97,78,80,1.0,A,3.63,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
90,48,93,3.0,A,3.96,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,1156.0
79,88,56,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
67,71,56,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
33,56,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
63,37,80,2.0,R,3.87,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
16,68,15,4.0,A,3.67,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,1795.0
71,32,56,1.0,R,3.41,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
59,98,38,4.0,R,3.0,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
85,83,80,4.0,R,4.0,0,0,0,0,1,2,0,0,0,0,Female,White,0.0,0.0
59,98,15,1.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
79,32,15,4.0,A,3.54,1,0,0,0,0,0,0,0,0,0,Male,White,0.0,4229.0
67,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
67,98,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
50,78,38,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,702.0
50,98,15,4.0,R,4.0,0,0,0,0,0,0,0,1,0,0,Female,Not Reported,0.0,0.0
45,10,15,2.0,A,3.09,0,0,0,0,0,1,0,0,0,0,Female,Black or African American,0.0,974.0
59,95,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
79,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
79,95,38,3.0,A,3.73,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
7,95,7,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
90,37,56,4.0,R,3.89,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
74,95,80,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
92,64,56,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
37,95,38,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
45,98,15,3.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,487.0
96,71,98,4.0,A,3.93,1,0,0,0,0,2,1,0,0,0,Female,Not Reported,0.0,456.0
59,80,38,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
18,71,7,0.0,D,3.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
85,78,38,2.0,A,3.51,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
99,64,98,1.0,R,3.5,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
89,64,98,1.0,R,3.57,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,0.0
74,83,98,2.0,A,3.59,0,0,1,0,0,0,0,0,0,0,Male,Hispanic,0.0,0.0
99,71,93,1.0,R,3.47,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
79,12,38,2.0,A,3.14,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,1.0,701.0
16,40,7,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
95,98,98,1.0,R,3.97,0,0,0,0,0,2,0,1,0,0,Male,Not Reported,0.0,0.0
59,32,56,4.0,A,3.65,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
25,98,38,2.0,A,3.75,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,883.0
67,98,38,4.0,R,3.0,0,0,0,0,0,1,0,0,0,2,Female,Asian,0.0,0.0
99,56,38,1.0,R,3.7,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
95,32,93,2.0,R,3.75,1,0,0,0,1,0,0,0,0,0,Female,White,0.0,0.0
97,78,80,4.0,R,3.96,0,0,0,0,0,3,0,0,0,0,Female,White,0.0,0.0
54,92,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
74,6,56,2.0,R,3.88,0,0,0,0,0,2,0,1,0,0,Female,White,0.0,0.0
96,90,80,1.0,A,2.91,0,0,1,0,0,0,3,0,0,0,Female,Black or African American,0.0,1248.0
71,95,15,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
37,92,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,121.0
36,83,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,1584.0
41,98,56,4.0,R,3.76,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
63,97,15,2.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
59,90,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
63,40,56,2.0,A,3.38,0,0,1,0,0,0,0,0,0,0,Female,Asian,0.0,945.0
74,71,15,2.0,A,3.81,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
81,80,56,1.0,R,3.67,0,0,0,0,0,1,1,0,0,0,Female,Not Reported,0.0,0.0
96,28,80,1.0,A,4.0,0,0,0,1,0,3,0,0,0,0,Female,White,1.0,1067.0
92,78,41,2.0,R,3.97,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
67,45,15,4.0,A,3.92,0,0,1,0,0,0,0,0,0,0,Male,Black or African American,0.0,0.0
28,49,35,4.0,R,3.79,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
87,37,93,3.0,A,3.91,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,2525.0
79,60,56,3.0,R,3.37,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
67,94,38,4.0,D,3.0,0,0,0,0,1,1,0,0,0,1,Female,Not Reported,0.0,0.0
37,94,15,4.0,D,3.0,0,0,0,0,1,0,0,1,0,1,Male,Not Reported,0.0,0.0
96,52,80,1.0,R,3.76,0,0,0,0,1,1,0,0,0,0,Female,White,0.0,0.0
92,56,80,1.0,A,3.8,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,2923.0
33,71,15,3.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
37,75,15,4.0,R,4.0,0,0,0,0,0,1,1,0,0,0,Male,Not Reported,0.0,0.0
95,80,93,3.0,A,3.67,0,0,1,0,0,0,0,0,0,0,Male,Asian,0.0,911.0
87,92,15,3.0,A,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
45,71,0,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
41,98,15,4.0,A,3.0,1,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,638.0
45,56,15,4.0,A,3.0,0,0,0,0,0,1,0,0,0,2,Female,Not Reported,0.0,1706.0
54,80,0,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
50,80,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
79,94,15,4.0,A,3.0,0,0,0,0,0,1,0,0,0,1,Male,Not Reported,0.0,0.0
59,12,56,1.0,A,3.77,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
41,45,38,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
41,95,0,3.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
50,40,80,2.0,R,3.35,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
29,98,0,4.0,D,4.0,0,0,0,0,1,0,0,0,0,0,Male,Not Reported,0.0,0.0
50,98,38,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
67,28,80,2.0,R,2.93,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
90,56,98,3.0,A,3.33,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,335.0
74,98,15,3.0,A,4.0,0,0,0,0,0,3,0,0,0,0,Male,Not Reported,0.0,0.0
87,83,80,3.0,R,3.56,0,0,0,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
79,71,80,1.0,A,3.25,0,0,1,0,1,1,0,0,0,0,Female,Not Reported,0.0,1399.0
87,52,80,1.0,A,3.1,0,0,1,0,0,1,0,0,0,0,Male,White,0.0,1034.0
95,60,93,1.0,A,3.8,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2040.0
71,37,15,1.0,A,3.95,0,0,1,0,2,1,0,0,0,0,Female,White,0.0,61.0
85,90,38,1.0,A,3.9,0,0,1,0,0,1,0,0,0,0,Female,Asian,0.0,669.0
96,25,54,1.0,A,3.67,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
59,92,0,4.0,R,4.0,0,0,0,0,0,3,0,0,0,0,Male,Not Reported,0.0,0.0
16,37,56,3.0,R,3.73,0,0,0,0,1,2,0,0,0,0,Male,White,0.0,0.0
67,28,80,4.0,A,3.92,0,0,1,0,0,3,0,0,0,0,Female,White,0.0,849.0
33,75,15,4.0,A,3.62,1,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
54,90,7,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,1156.0
45,83,15,3.0,D,3.58,0,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
95,68,56,3.0,A,3.97,0,0,1,0,0,0,2,0,0,0,Male,White,0.0,1033.0
63,98,15,4.0,R,4.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
97,56,38,3.0,A,3.41,0,1,0,0,0,0,2,0,1,0,Male,White,0.0,4751.0
81,48,80,4.0,A,3.73,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,1370.0
99,68,56,1.0,R,3.85,0,0,0,0,0,1,0,0,2,0,Female,White,0.0,0.0
54,64,38,3.0,R,3.92,0,0,0,0,0,2,0,0,0,0,Male,Not Reported,0.0,0.0
37,90,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
22,90,15,3.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,31.0
99,71,80,2.0,A,3.28,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,2158.0
79,6,80,3.0,R,3.62,0,0,0,0,0,2,0,0,0,0,Male,White,0.0,0.0
59,98,15,4.0,R,4.0,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
67,95,38,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
45,98,15,4.0,R,4.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
50,48,15,2.0,D,2.61,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
59,98,15,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
25,88,15,2.0,R,3.53,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
29,90,15,4.0,D,3.0,0,0,0,0,0,1,0,0,0,2,Female,Not Reported,0.0,0.0
95,71,93,1.0,R,3.4,0,0,0,0,0,1,1,0,0,0,Female,White,0.0,0.0
97,37,80,1.0,R,3.85,1,0,0,0,0,0,1,0,1,0,Male,Native Hawaiian or Other Pacific Islander,0.0,0.0
37,95,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,730.0
95,8,56,2.0,A,3.43,0,0,1,0,0,1,0,0,0,0,Female,American Indian or Alaska Native,0.0,2283.0
63,98,56,4.0,R,2.67,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
